locationID,continent,country,stateProvince,county,countryCode,isCustomRegion,verbatimCountry,verbatimLocationID,verbatimISO3,countryCode.1
GEO_6326949B26493124022578,Europe,Netherlands (the),Utrecht,Soest,NL,No,Netherlands,{6326949B26493124022578},NLD,NL
GEO_6326949B24894131059498,Europe,Netherlands (the),Utrecht,Stichtse Vecht,NL,No,Netherlands,{6326949B24894131059498},NLD,NL
GEO_6326949B99313902629116,Europe,Netherlands (the),Utrecht,Utrecht,NL,No,Netherlands,{6326949B99313902629116},NLD,NL
GEO_6326949B53566260910730,Europe,Netherlands (the),Utrecht,Utrechtse Heuvelrug,NL,No,Netherlands,{6326949B53566260910730},NLD,NL
GEO_6326949B99010432218754,Europe,Netherlands (the),Utrecht,Veenendaal,NL,No,Netherlands,{6326949B99010432218754},NLD,NL
GEO_6326949B1292857189709,Europe,Netherlands (the),Utrecht,Vijfheerenlanden,NL,No,Netherlands,{6326949B1292857189709},NLD,NL
GEO_6326949B81496240199161,Europe,Netherlands (the),Utrecht,Wijk bij Duurstede,NL,No,Netherlands,{6326949B81496240199161},NLD,NL
GEO_6326949B31284337672532,Europe,Netherlands (the),Utrecht,Woerden,NL,No,Netherlands,{6326949B31284337672532},NLD,NL
GEO_6326949B36718410472652,Europe,Netherlands (the),Utrecht,Woudenberg,NL,No,Netherlands,{6326949B36718410472652},NLD,NL
GEO_6326949B68881677079374,Europe,Netherlands (the),Utrecht,Zeist,NL,No,Netherlands,{6326949B68881677079374},NLD,NL
GEO_6326949B66148717783622,Europe,Netherlands (the),Zeeland,Borsele,NL,No,Netherlands,{6326949B66148717783622},NLD,NL
GEO_6326949B11720350341334,Europe,Netherlands (the),Zeeland,Goes,NL,No,Netherlands,{6326949B11720350341334},NLD,NL
GEO_6326949B4245688321620,Europe,Netherlands (the),Zeeland,Hulst,NL,No,Netherlands,{6326949B4245688321620},NLD,NL
GEO_6326949B3037358920764,Europe,Netherlands (the),Zeeland,Kapelle,NL,No,Netherlands,{6326949B3037358920764},NLD,NL
GEO_6326949B99945652837924,Europe,Netherlands (the),Zeeland,Middelburg,NL,No,Netherlands,{6326949B99945652837924},NLD,NL
GEO_6326949B86621762707137,Europe,Netherlands (the),Zeeland,Noord-Beveland,NL,No,Netherlands,{6326949B86621762707137},NLD,NL
GEO_6326949B12862747379665,Europe,Netherlands (the),Zeeland,Reimerswaal,NL,No,Netherlands,{6326949B12862747379665},NLD,NL
GEO_6326949B19243153872397,Europe,Netherlands (the),Zeeland,Schouwen-Duiveland,NL,No,Netherlands,{6326949B19243153872397},NLD,NL
GEO_6326949B19414277691711,Europe,Netherlands (the),Zeeland,Sluis,NL,No,Netherlands,{6326949B19414277691711},NLD,NL
GEO_6326949B16829541191970,Europe,Netherlands (the),Zeeland,Terneuzen,NL,No,Netherlands,{6326949B16829541191970},NLD,NL
GEO_6326949B94220918271569,Europe,Netherlands (the),Zeeland,Tholen,NL,No,Netherlands,{6326949B94220918271569},NLD,NL
GEO_6326949B71921166023383,Europe,Netherlands (the),Zeeland,Veere,NL,No,Netherlands,{6326949B71921166023383},NLD,NL
GEO_6326949B17750517520147,Europe,Netherlands (the),Zeeland,Vlissingen,NL,No,Netherlands,{6326949B17750517520147},NLD,NL
GEO_6326949B80110375564043,Europe,Netherlands (the),Zuid-Holland,Alblasserdam,NL,No,Netherlands,{6326949B80110375564043},NLD,NL
GEO_6326949B38585086995539,Europe,Netherlands (the),Zuid-Holland,Albrandswaard,NL,No,Netherlands,{6326949B38585086995539},NLD,NL
GEO_6326949B35182149476625,Europe,Netherlands (the),Zuid-Holland,Alphen aan den Rijn,NL,No,Netherlands,{6326949B35182149476625},NLD,NL
GEO_6326949B83173005742078,Europe,Netherlands (the),Zuid-Holland,Barendrecht,NL,No,Netherlands,{6326949B83173005742078},NLD,NL
GEO_6326949B27886960256598,Europe,Netherlands (the),Zuid-Holland,Bodegraven-Reeuwijk,NL,No,Netherlands,{6326949B27886960256598},NLD,NL
GEO_6326949B68429604867621,Europe,Netherlands (the),Zuid-Holland,Brielle,NL,No,Netherlands,{6326949B68429604867621},NLD,NL
GEO_6326949B80827814559487,Europe,Netherlands (the),Zuid-Holland,Capelle aan den IJssel,NL,No,Netherlands,{6326949B80827814559487},NLD,NL
GEO_6326949B20459487982464,Europe,Netherlands (the),Zuid-Holland,Delft,NL,No,Netherlands,{6326949B20459487982464},NLD,NL
GEO_6326949B98267604037576,Europe,Netherlands (the),Zuid-Holland,Dordrecht,NL,No,Netherlands,{6326949B98267604037576},NLD,NL
GEO_6326949B86973189891179,Europe,Netherlands (the),Zuid-Holland,Goeree-Overflakkee,NL,No,Netherlands,{6326949B86973189891179},NLD,NL
GEO_6326949B72596125477073,Europe,Netherlands (the),Zuid-Holland,Gorinchem,NL,No,Netherlands,{6326949B72596125477073},NLD,NL
GEO_6326949B14111890142812,Europe,Netherlands (the),Zuid-Holland,Gouda,NL,No,Netherlands,{6326949B14111890142812},NLD,NL
GEO_6326949B10391839507344,Europe,Netherlands (the),Zuid-Holland,Hardinxveld-Giessendam,NL,No,Netherlands,{6326949B10391839507344},NLD,NL
GEO_6326949B52767007773218,Europe,Netherlands (the),Zuid-Holland,Hellevoetsluis,NL,No,Netherlands,{6326949B52767007773218},NLD,NL
GEO_6326949B24881260895403,Europe,Netherlands (the),Zuid-Holland,Hendrik-Ido-Ambacht,NL,No,Netherlands,{6326949B24881260895403},NLD,NL
GEO_6326949B57976108434899,Europe,Netherlands (the),Zuid-Holland,Hillegom,NL,No,Netherlands,{6326949B57976108434899},NLD,NL
GEO_6326949B49925038629159,Europe,Netherlands (the),Zuid-Holland,Hoeksche Waard,NL,No,Netherlands,{6326949B49925038629159},NLD,NL
GEO_6326949B3369554265068,Europe,Netherlands (the),Zuid-Holland,Kaag en Braassem,NL,No,Netherlands,{6326949B3369554265068},NLD,NL
GEO_6326949B10451218555657,Europe,Netherlands (the),Zuid-Holland,Katwijk,NL,No,Netherlands,{6326949B10451218555657},NLD,NL
GEO_6326949B82028476449042,Europe,Netherlands (the),Zuid-Holland,Krimpen aan den IJssel,NL,No,Netherlands,{6326949B82028476449042},NLD,NL
GEO_6326949B8164801118031,Europe,Netherlands (the),Zuid-Holland,Krimpenerwaard,NL,No,Netherlands,{6326949B8164801118031},NLD,NL
GEO_6326949B1243164224126,Europe,Netherlands (the),Zuid-Holland,Lansingerland,NL,No,Netherlands,{6326949B1243164224126},NLD,NL
GEO_6326949B91980754405751,Europe,Netherlands (the),Zuid-Holland,Leiden,NL,No,Netherlands,{6326949B91980754405751},NLD,NL
GEO_6326949B52811816416418,Europe,Netherlands (the),Zuid-Holland,Leiderdorp,NL,No,Netherlands,{6326949B52811816416418},NLD,NL
GEO_6326949B15428140131776,Europe,Netherlands (the),Zuid-Holland,Leidschendam-Voorburg,NL,No,Netherlands,{6326949B15428140131776},NLD,NL
GEO_6326949B71801070478852,Europe,Netherlands (the),Zuid-Holland,Lisse,NL,No,Netherlands,{6326949B71801070478852},NLD,NL
GEO_6326949B57125519324160,Europe,Netherlands (the),Zuid-Holland,Maassluis,NL,No,Netherlands,{6326949B57125519324160},NLD,NL
GEO_6326949B8148918487264,Europe,Netherlands (the),Zuid-Holland,Midden-Delfland,NL,No,Netherlands,{6326949B8148918487264},NLD,NL
GEO_6326949B33496836807668,Europe,Netherlands (the),Zuid-Holland,Molenlanden,NL,No,Netherlands,{6326949B33496836807668},NLD,NL
GEO_6326949B12363687207938,Europe,Netherlands (the),Zuid-Holland,Nieuwkoop,NL,No,Netherlands,{6326949B12363687207938},NLD,NL
GEO_6326949B99166140133178,Europe,Netherlands (the),Zuid-Holland,Nissewaard,NL,No,Netherlands,{6326949B99166140133178},NLD,NL
GEO_6326949B12806125708238,Europe,Netherlands (the),Zuid-Holland,Noordwijk,NL,No,Netherlands,{6326949B12806125708238},NLD,NL
GEO_6326949B10569140780030,Europe,Netherlands (the),Zuid-Holland,Oegstgeest,NL,No,Netherlands,{6326949B10569140780030},NLD,NL
GEO_6326949B523319393128,Europe,Netherlands (the),Zuid-Holland,Papendrecht,NL,No,Netherlands,{6326949B523319393128},NLD,NL
GEO_6326949B78332299759776,Europe,Netherlands (the),Zuid-Holland,Pijnacker-Nootdorp,NL,No,Netherlands,{6326949B78332299759776},NLD,NL
GEO_6326949B39885659385056,Europe,Netherlands (the),Zuid-Holland,Ridderkerk,NL,No,Netherlands,{6326949B39885659385056},NLD,NL
GEO_6326949B66276661234302,Europe,Netherlands (the),Zuid-Holland,Rijswijk,NL,No,Netherlands,{6326949B66276661234302},NLD,NL
GEO_6326949B29713994538031,Europe,Netherlands (the),Zuid-Holland,Rotterdam,NL,No,Netherlands,{6326949B29713994538031},NLD,NL
GEO_6326949B24591073914340,Europe,Netherlands (the),Zuid-Holland,Schiedam,NL,No,Netherlands,{6326949B24591073914340},NLD,NL
GEO_6326949B51640145634696,Europe,Netherlands (the),Zuid-Holland,'s-Gravenhage,NL,No,Netherlands,{6326949B51640145634696},NLD,NL
GEO_6326949B68381004062168,Europe,Netherlands (the),Zuid-Holland,Sliedrecht,NL,No,Netherlands,{6326949B68381004062168},NLD,NL
GEO_6326949B97280521048387,Europe,Netherlands (the),Zuid-Holland,Teylingen,NL,No,Netherlands,{6326949B97280521048387},NLD,NL
GEO_6326949B79705923764982,Europe,Netherlands (the),Zuid-Holland,Vlaardingen,NL,No,Netherlands,{6326949B79705923764982},NLD,NL
GEO_6326949B4576326162856,Europe,Netherlands (the),Zuid-Holland,Voorschoten,NL,No,Netherlands,{6326949B4576326162856},NLD,NL
GEO_6326949B29533481095238,Europe,Netherlands (the),Zuid-Holland,Waddinxveen,NL,No,Netherlands,{6326949B29533481095238},NLD,NL
GEO_6326949B22720644545948,Europe,Netherlands (the),Zuid-Holland,Wassenaar,NL,No,Netherlands,{6326949B22720644545948},NLD,NL
GEO_6326949B68142534510044,Europe,Netherlands (the),Zuid-Holland,Westland,NL,No,Netherlands,{6326949B68142534510044},NLD,NL
GEO_6326949B61212698350093,Europe,Netherlands (the),Zuid-Holland,Westvoorne,NL,No,Netherlands,{6326949B61212698350093},NLD,NL
GEO_6326949B3936656159813,Europe,Netherlands (the),Zuid-Holland,Zoetermeer,NL,No,Netherlands,{6326949B3936656159813},NLD,NL
GEO_6326949B96348311169789,Europe,Netherlands (the),Zuid-Holland,Zoeterwoude,NL,No,Netherlands,{6326949B96348311169789},NLD,NL
GEO_6326949B74925869781753,Europe,Netherlands (the),Zuid-Holland,Zuidplas,NL,No,Netherlands,{6326949B74925869781753},NLD,NL
GEO_6326949B25601261343635,Europe,Netherlands (the),Zuid-Holland,Zwijndrecht,NL,No,Netherlands,{6326949B25601261343635},NLD,NL
GEO_86288312B17252919876128,Europe,Norway,Agder,"""Evje og Hornnes"" nor",NO,No,Norway,{86288312B17252919876128},NOR,NO
GEO_86288312B47311775566626,Europe,Norway,Agder,Åmli nor,NO,No,Norway,{86288312B47311775566626},NOR,NO
GEO_86288312B9784031992888,Europe,Norway,Agder,Arendal nor,NO,No,Norway,{86288312B9784031992888},NOR,NO
GEO_86288312B2212467057349,Europe,Norway,Agder,Åseral nor,NO,No,Norway,{86288312B2212467057349},NOR,NO
GEO_86288312B28435141064864,Europe,Norway,Agder,Audnedal nor,NO,No,Norway,{86288312B28435141064864},NOR,NO
GEO_86288312B11283211528178,Europe,Norway,Agder,Birkenes nor,NO,No,Norway,{86288312B11283211528178},NOR,NO
GEO_86288312B73251107165471,Europe,Norway,Agder,Bygland nor,NO,No,Norway,{86288312B73251107165471},NOR,NO
GEO_86288312B46813879091591,Europe,Norway,Agder,Bykle nor,NO,No,Norway,{86288312B46813879091591},NOR,NO
GEO_86288312B34679713059782,Europe,Norway,Agder,Farsund nor,NO,No,Norway,{86288312B34679713059782},NOR,NO
GEO_86288312B20196044889227,Europe,Norway,Agder,Flekkefjord nor,NO,No,Norway,{86288312B20196044889227},NOR,NO
GEO_86288312B48692676973437,Europe,Norway,Agder,Froland nor,NO,No,Norway,{86288312B48692676973437},NOR,NO
GEO_86288312B47450701300036,Europe,Norway,Agder,Gjerstad nor,NO,No,Norway,{86288312B47450701300036},NOR,NO
GEO_86288312B29149661311008,Europe,Norway,Agder,Grimstad nor,NO,No,Norway,{86288312B29149661311008},NOR,NO
GEO_86288312B80239267683726,Europe,Norway,Agder,Hægebostad nor,NO,No,Norway,{86288312B80239267683726},NOR,NO
GEO_86288312B22941385681513,Europe,Norway,Agder,Iveland nor,NO,No,Norway,{86288312B22941385681513},NOR,NO
GEO_86288312B34972554267052,Europe,Norway,Agder,Kristiansand nor,NO,No,Norway,{86288312B34972554267052},NOR,NO
GEO_86288312B37428940692053,Europe,Norway,Agder,Kvinesdal nor,NO,No,Norway,{86288312B37428940692053},NOR,NO
GEO_86288312B5594304829508,Europe,Norway,Agder,Lillesand nor,NO,No,Norway,{86288312B5594304829508},NOR,NO
GEO_86288312B19723632220281,Europe,Norway,Agder,Lindesnes nor,NO,No,Norway,{86288312B19723632220281},NOR,NO
GEO_86288312B23771706622322,Europe,Norway,Agder,Lyngdal nor,NO,No,Norway,{86288312B23771706622322},NOR,NO
GEO_86288312B66644758166065,Europe,Norway,Agder,Mandal nor,NO,No,Norway,{86288312B66644758166065},NOR,NO
GEO_86288312B41344454307945,Europe,Norway,Agder,Marnardal nor,NO,No,Norway,{86288312B41344454307945},NOR,NO
GEO_86288312B21568126373131,Europe,Norway,Agder,Risør nor,NO,No,Norway,{86288312B21568126373131},NOR,NO
GEO_86288312B17397528681230,Europe,Norway,Agder,Sirdal nor,NO,No,Norway,{86288312B17397528681230},NOR,NO
GEO_86288312B80796740306495,Europe,Norway,Agder,Søgne nor,NO,No,Norway,{86288312B80796740306495},NOR,NO
GEO_86288312B8031937761256,Europe,Norway,Agder,Songdalen nor,NO,No,Norway,{86288312B8031937761256},NOR,NO
GEO_86288312B79556045752597,Europe,Norway,Agder,Tvedestrand nor,NO,No,Norway,{86288312B79556045752597},NOR,NO
GEO_86288312B24572790615824,Europe,Norway,Agder,Valle nor,NO,No,Norway,{86288312B24572790615824},NOR,NO
GEO_86288312B64085971286736,Europe,Norway,Agder,Vegårshei nor,NO,No,Norway,{86288312B64085971286736},NOR,NO
GEO_86288312B87147956600326,Europe,Norway,Agder,Vennesla nor,NO,No,Norway,{86288312B87147956600326},NOR,NO
GEO_86288312B61487149869578,Europe,Norway,Innlandet,"""Nordre Land"" nor",NO,No,Norway,{86288312B61487149869578},NOR,NO
GEO_86288312B18082183204851,Europe,Norway,Innlandet,"""Østre Toten"" nor",NO,No,Norway,{86288312B18082183204851},NOR,NO
GEO_86288312B23530540977593,Europe,Norway,Innlandet,"""Øystre Slidre"" nor",NO,No,Norway,{86288312B23530540977593},NOR,NO
GEO_86288312B15696105865546,Europe,Norway,Innlandet,"""Søndre Land"" nor",NO,No,Norway,{86288312B15696105865546},NOR,NO
GEO_86288312B11903368745588,Europe,Norway,Innlandet,"""Vestre Slidre"" nor",NO,No,Norway,{86288312B11903368745588},NOR,NO
GEO_86288312B46682555778915,Europe,Norway,Innlandet,"""Vestre Toten"" nor",NO,No,Norway,{86288312B46682555778915},NOR,NO
GEO_86288312B34159000507118,Europe,Norway,Innlandet,Alvdal nor,NO,No,Norway,{86288312B34159000507118},NOR,NO
GEO_86288312B80993822941630,Europe,Norway,Innlandet,Åmot nor,NO,No,Norway,{86288312B80993822941630},NOR,NO
GEO_86288312B76254808109163,Europe,Norway,Innlandet,Åsnes nor,NO,No,Norway,{86288312B76254808109163},NOR,NO
GEO_86288312B94593147545538,Europe,Norway,Innlandet,Dovre nor,NO,No,Norway,{86288312B94593147545538},NOR,NO
GEO_86288312B42722797095637,Europe,Norway,Innlandet,Eidskog nor,NO,No,Norway,{86288312B42722797095637},NOR,NO
GEO_86288312B6884926742190,Europe,Norway,Innlandet,Elverum nor,NO,No,Norway,{86288312B6884926742190},NOR,NO
GEO_86288312B32893116539202,Europe,Norway,Innlandet,Engerdal nor,NO,No,Norway,{86288312B32893116539202},NOR,NO
GEO_86288312B39232135925615,Europe,Norway,Innlandet,Etnedal nor,NO,No,Norway,{86288312B39232135925615},NOR,NO
GEO_86288312B29283811421655,Europe,Norway,Innlandet,Folldal nor,NO,No,Norway,{86288312B29283811421655},NOR,NO
GEO_86288312B33934459205841,Europe,Norway,Innlandet,Gausdal nor,NO,No,Norway,{86288312B33934459205841},NOR,NO
GEO_86288312B91511415851123,Europe,Norway,Innlandet,Gjøvik nor,NO,No,Norway,{86288312B91511415851123},NOR,NO
GEO_86288312B61542642146209,Europe,Norway,Innlandet,Gran nor,NO,No,Norway,{86288312B61542642146209},NOR,NO
GEO_86288312B6649018055667,Europe,Norway,Innlandet,Grue nor,NO,No,Norway,{86288312B6649018055667},NOR,NO
GEO_86288312B93894082847731,Europe,Norway,Innlandet,Hamar nor,NO,No,Norway,{86288312B93894082847731},NOR,NO
GEO_86288312B35132489533254,Europe,Norway,Innlandet,Kongsvinger nor,NO,No,Norway,{86288312B35132489533254},NOR,NO
GEO_86288312B96709074525664,Europe,Norway,Innlandet,Lesja nor,NO,No,Norway,{86288312B96709074525664},NOR,NO
GEO_86288312B86660801630456,Europe,Norway,Innlandet,Lillehammer nor,NO,No,Norway,{86288312B86660801630456},NOR,NO
GEO_86288312B15503490624265,Europe,Norway,Innlandet,Lom nor,NO,No,Norway,{86288312B15503490624265},NOR,NO
GEO_86288312B76423456121539,Europe,Norway,Innlandet,Løten nor,NO,No,Norway,{86288312B76423456121539},NOR,NO
GEO_86288312B2745383229775,Europe,Norway,Innlandet,Nord-Aurdal nor,NO,No,Norway,{86288312B2745383229775},NOR,NO
GEO_86288312B59851098510460,Europe,Norway,Innlandet,Nord-Fron nor,NO,No,Norway,{86288312B59851098510460},NOR,NO
GEO_86288312B23847912636129,Europe,Norway,Innlandet,Nord-Odal nor,NO,No,Norway,{86288312B23847912636129},NOR,NO
GEO_86288312B77863424793957,Europe,Norway,Innlandet,Os nor,NO,No,Norway,{86288312B77863424793957},NOR,NO
GEO_86288312B79344664474428,Europe,Norway,Innlandet,Øyer nor,NO,No,Norway,{86288312B79344664474428},NOR,NO
GEO_86288312B88288048958724,Europe,Norway,Innlandet,Rendalen nor,NO,No,Norway,{86288312B88288048958724},NOR,NO
GEO_86288312B31660011539204,Europe,Norway,Innlandet,Ringebu nor,NO,No,Norway,{86288312B31660011539204},NOR,NO
GEO_86288312B88034001552428,Europe,Norway,Innlandet,Ringsaker nor,NO,No,Norway,{86288312B88034001552428},NOR,NO
GEO_86288312B5494531478451,Europe,Norway,Innlandet,Sel nor,NO,No,Norway,{86288312B5494531478451},NOR,NO
GEO_86288312B35215540023018,Europe,Norway,Innlandet,Skjåk nor,NO,No,Norway,{86288312B35215540023018},NOR,NO
GEO_86288312B19107162508437,Europe,Norway,Innlandet,Sør-Aurdal nor,NO,No,Norway,{86288312B19107162508437},NOR,NO
GEO_86288312B86605767458860,Europe,Norway,Innlandet,Sør-Fron nor,NO,No,Norway,{86288312B86605767458860},NOR,NO
GEO_86288312B58904882216706,Europe,Norway,Innlandet,Sør-Odal nor,NO,No,Norway,{86288312B58904882216706},NOR,NO
GEO_86288312B89753737771336,Europe,Norway,Innlandet,Stange nor,NO,No,Norway,{86288312B89753737771336},NOR,NO
GEO_86288312B62333254933331,Europe,Norway,Innlandet,Stor-Elvdal nor,NO,No,Norway,{86288312B62333254933331},NOR,NO
GEO_86288312B77330418137149,Europe,Norway,Innlandet,Tolga nor,NO,No,Norway,{86288312B77330418137149},NOR,NO
GEO_86288312B82659531388015,Europe,Norway,Innlandet,Trysil nor,NO,No,Norway,{86288312B82659531388015},NOR,NO
GEO_86288312B7297449616309,Europe,Norway,Innlandet,Tynset nor,NO,No,Norway,{86288312B7297449616309},NOR,NO
GEO_86288312B91782674250169,Europe,Norway,Innlandet,Vågå nor,NO,No,Norway,{86288312B91782674250169},NOR,NO
GEO_86288312B45853408060445,Europe,Norway,Innlandet,Våler nor,NO,No,Norway,{86288312B45853408060445},NOR,NO
GEO_86288312B14831556842488,Europe,Norway,Innlandet,Vang nor,NO,No,Norway,{86288312B14831556842488},NOR,NO
GEO_86288312B66983801026495,Europe,Norway,Møre og Romsdal,Ålesund nor,NO,No,Norway,{86288312B66983801026495},NOR,NO
GEO_86288312B65221364882540,Europe,Norway,Møre og Romsdal,Averøy nor,NO,No,Norway,{86288312B65221364882540},NOR,NO
GEO_86288312B27071382350329,Europe,Norway,Møre og Romsdal,Eide nor,NO,No,Norway,{86288312B27071382350329},NOR,NO
GEO_86288312B12375056094040,Europe,Norway,Møre og Romsdal,Fræna nor,NO,No,Norway,{86288312B12375056094040},NOR,NO
GEO_86288312B41504021313270,Europe,Norway,Møre og Romsdal,Gjemnes nor,NO,No,Norway,{86288312B41504021313270},NOR,NO
GEO_86288312B90203417254551,Europe,Norway,Møre og Romsdal,Haram nor,NO,No,Norway,{86288312B90203417254551},NOR,NO
GEO_86288312B50264654015152,Europe,Norway,Møre og Romsdal,Hareid nor,NO,No,Norway,{86288312B50264654015152},NOR,NO
GEO_86288312B50103571231900,Europe,Norway,Møre og Romsdal,Herøy nor,NO,No,Norway,{86288312B50103571231900},NOR,NO
GEO_86288312B93534014402224,Europe,Norway,Møre og Romsdal,Hornindal nor,NO,No,Norway,{86288312B93534014402224},NOR,NO
GEO_86288312B88311782618273,Europe,Norway,Møre og Romsdal,Kristiansund nor,NO,No,Norway,{86288312B88311782618273},NOR,NO
GEO_86288312B63087388072573,Europe,Norway,Møre og Romsdal,Midsund nor,NO,No,Norway,{86288312B63087388072573},NOR,NO
GEO_86288312B48311014337711,Europe,Norway,Møre og Romsdal,Nesset nor,NO,No,Norway,{86288312B48311014337711},NOR,NO
GEO_86288312B15747524615282,Europe,Norway,Møre og Romsdal,Norddal nor,NO,No,Norway,{86288312B15747524615282},NOR,NO
GEO_86288312B31017239945246,Europe,Norway,Møre og Romsdal,Ørskog nor,NO,No,Norway,{86288312B31017239945246},NOR,NO
GEO_86288312B4999748251605,Europe,Norway,Møre og Romsdal,Ørsta nor,NO,No,Norway,{86288312B4999748251605},NOR,NO
GEO_86288312B59453092590792,Europe,Norway,Møre og Romsdal,Rauma nor,NO,No,Norway,{86288312B59453092590792},NOR,NO
GEO_86288312B66077972443640,Europe,Norway,Møre og Romsdal,Sandøy nor,NO,No,Norway,{86288312B66077972443640},NOR,NO
GEO_86288312B6850280746884,Europe,Norway,Møre og Romsdal,Skodje nor,NO,No,Norway,{86288312B6850280746884},NOR,NO
GEO_86288312B9709733023788,Europe,Norway,Møre og Romsdal,Smøla nor,NO,No,Norway,{86288312B9709733023788},NOR,NO
GEO_86288312B96680032749803,Europe,Norway,Møre og Romsdal,Stordal nor,NO,No,Norway,{86288312B96680032749803},NOR,NO
GEO_86288312B75373979576065,Europe,Norway,Møre og Romsdal,Stranda nor,NO,No,Norway,{86288312B75373979576065},NOR,NO
GEO_86288312B1434706694830,Europe,Norway,Møre og Romsdal,Sunndal nor,NO,No,Norway,{86288312B1434706694830},NOR,NO
GEO_86288312B76061639437413,Europe,Norway,Møre og Romsdal,Surnadal nor,NO,No,Norway,{86288312B76061639437413},NOR,NO
GEO_86288312B25663992073727,Europe,Norway,Møre og Romsdal,Sykkylven nor,NO,No,Norway,{86288312B25663992073727},NOR,NO
GEO_86288312B33492217014163,Europe,Norway,Møre og Romsdal,Tingvoll nor,NO,No,Norway,{86288312B33492217014163},NOR,NO
GEO_86288312B47478936056679,Europe,Norway,Møre og Romsdal,Ulstein nor,NO,No,Norway,{86288312B47478936056679},NOR,NO
GEO_86288312B81426606335863,Europe,Norway,Møre og Romsdal,Vanylven nor,NO,No,Norway,{86288312B81426606335863},NOR,NO
GEO_86288312B24407924476588,Europe,Norway,Møre og Romsdal,Vestnes nor,NO,No,Norway,{86288312B24407924476588},NOR,NO
GEO_86288312B43762277095742,Europe,Norway,Møre og Romsdal,Volda nor,NO,No,Norway,{86288312B43762277095742},NOR,NO
GEO_86288312B9312616634750,Europe,Norway,Nordland,Alstahaug nor,NO,No,Norway,{86288312B9312616634750},NOR,NO
GEO_86288312B3163335119560,Europe,Norway,Nordland,Andøy nor,NO,No,Norway,{86288312B3163335119560},NOR,NO
GEO_86288312B95710758455481,Europe,Norway,Nordland,Ballangen nor,NO,No,Norway,{86288312B95710758455481},NOR,NO
GEO_86288312B82396448317791,Europe,Norway,Nordland,Beiarn nor,NO,No,Norway,{86288312B82396448317791},NOR,NO
GEO_86288312B2671252892867,Europe,Norway,Nordland,Bindal nor,NO,No,Norway,{86288312B2671252892867},NOR,NO
GEO_86288312B44209185687579,Europe,Norway,Nordland,Bø nor,NO,No,Norway,{86288312B44209185687579},NOR,NO
GEO_86288312B44340312529107,Europe,Norway,Nordland,Brønnøy nor,NO,No,Norway,{86288312B44340312529107},NOR,NO
GEO_86288312B68472629952470,Europe,Norway,Nordland,Divtasvuodna smj 1,NO,No,Norway,{86288312B68472629952470},NOR,NO
GEO_86288312B44883610080028,Europe,Norway,Nordland,Dønna nor,NO,No,Norway,{86288312B44883610080028},NOR,NO
GEO_86288312B97384996030155,Europe,Norway,Nordland,Flakstad nor,NO,No,Norway,{86288312B97384996030155},NOR,NO
GEO_86288312B90819759899265,Europe,Norway,Nordland,Fuossko smj 2,NO,No,Norway,{86288312B90819759899265},NOR,NO
GEO_86288312B17859654216493,Europe,Norway,Nordland,Gildeskål nor,NO,No,Norway,{86288312B17859654216493},NOR,NO
GEO_86288312B42207661783439,Europe,Norway,Nordland,Grane nor,NO,No,Norway,{86288312B42207661783439},NOR,NO
GEO_86288312B17604167467724,Europe,Norway,Nordland,Hábmer smj 2,NO,No,Norway,{86288312B17604167467724},NOR,NO
GEO_86288312B94479588968211,Europe,Norway,Nordland,Hattfjelldal nor,NO,No,Norway,{86288312B94479588968211},NOR,NO
GEO_86288312B41330497985738,Europe,Norway,Nordland,Hemnes nor,NO,No,Norway,{86288312B41330497985738},NOR,NO
GEO_86288312B95964377762384,Europe,Norway,Nordland,Leirfjord nor,NO,No,Norway,{86288312B95964377762384},NOR,NO
GEO_86288312B56909660985265,Europe,Norway,Nordland,Lødingen nor,NO,No,Norway,{86288312B56909660985265},NOR,NO
GEO_86288312B75314465532393,Europe,Norway,Nordland,Meløy nor,NO,No,Norway,{86288312B75314465532393},NOR,NO
GEO_86288312B19862201560696,Europe,Norway,Nordland,Moskenes nor,NO,No,Norway,{86288312B19862201560696},NOR,NO
GEO_86288312B24861070458091,Europe,Norway,Nordland,Narvik nor,NO,No,Norway,{86288312B24861070458091},NOR,NO
GEO_86288312B50581402621032,Europe,Norway,Nordland,Nesna nor,NO,No,Norway,{86288312B50581402621032},NOR,NO
GEO_86288312B15447104540063,Europe,Norway,Nordland,Rana nor,NO,No,Norway,{86288312B15447104540063},NOR,NO
GEO_86288312B63422016976384,Europe,Norway,Nordland,Rødøy nor,NO,No,Norway,{86288312B63422016976384},NOR,NO
GEO_86288312B61921156724393,Europe,Norway,Nordland,Saltdal nor,NO,No,Norway,{86288312B61921156724393},NOR,NO
GEO_86288312B60558696179500,Europe,Norway,Nordland,Sømna nor,NO,No,Norway,{86288312B60558696179500},NOR,NO
GEO_86288312B94814604845877,Europe,Norway,Nordland,Sørfold nor,NO,No,Norway,{86288312B94814604845877},NOR,NO
GEO_86288312B55921880538341,Europe,Norway,Nordland,Sortland nor,NO,No,Norway,{86288312B55921880538341},NOR,NO
GEO_86288312B1701312811751,Europe,Norway,Nordland,Steigen nor,NO,No,Norway,{86288312B1701312811751},NOR,NO
GEO_86288312B28402978584720,Europe,Norway,Nordland,Vågan nor,NO,No,Norway,{86288312B28402978584720},NOR,NO
